                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     78,                0.72952,                0.49127,                0.86174,                0.93631,                0.86391,                0.91736,                0.59878,                 1.3323,                0.65056,                 1.0394,              0.0007459,              0.0007459,              0.0007459
                     79,                 0.6797,                0.48442,                0.85927,                0.94079,                0.87438,                0.91666,                 0.6047,                 1.3008,                0.69741,                 1.0424,              0.0007426,              0.0007426,              0.0007426
                     80,                0.67383,                0.46432,                0.85529,                0.94366,                0.92261,                0.95417,                0.65233,                  1.197,                0.64487,                0.97985,              0.0007393,              0.0007393,              0.0007393
                     81,                0.68062,                0.47285,                0.85429,                0.94575,                0.90559,                0.93888,                0.63898,                 1.2572,                0.63354,                 1.0119,               0.000736,               0.000736,               0.000736
                     82,                0.69217,                0.48746,                 0.8639,                0.96428,                0.89082,                0.92594,                0.61108,                 1.3347,                0.66438,                 1.0669,              0.0007327,              0.0007327,              0.0007327
                     83,                0.68164,                0.48548,                0.86079,                0.91574,                0.88479,                0.91414,                0.58602,                 1.4044,                0.68765,                 1.0782,              0.0007294,              0.0007294,              0.0007294
                     84,                0.68457,                0.47346,                0.86503,                0.95229,                0.91551,                0.95228,                 0.6515,                 1.2293,                0.56546,                  1.001,              0.0007261,              0.0007261,              0.0007261
                     85,                0.68947,                0.46597,                0.85568,                0.96712,                0.95549,                0.97552,                0.68133,                 1.1922,                0.56864,                0.99174,              0.0007228,              0.0007228,              0.0007228
                     86,                0.68037,                0.47049,                0.85775,                 0.9422,                0.95201,                0.97087,                0.67553,                 1.1753,                0.56579,                0.97421,              0.0007195,              0.0007195,              0.0007195
                     87,                0.67921,                0.46864,                0.85816,                0.95357,                0.95351,                0.96952,                 0.6777,                  1.203,                0.54607,                0.98409,              0.0007162,              0.0007162,              0.0007162
                     88,                0.65434,                0.46872,                 0.8508,                0.95102,                0.95259,                0.97101,                0.67466,                 1.2006,                0.56316,                0.99171,              0.0007129,              0.0007129,              0.0007129
                     89,                0.66448,                0.46336,                0.85624,                0.93661,                 0.9367,                0.96297,                0.66492,                 1.1967,                0.61786,                0.99338,              0.0007096,              0.0007096,              0.0007096
                     90,                0.66522,                0.47262,                 0.8584,                0.95481,                0.95227,                0.97185,                0.67453,                 1.1828,                0.55189,                0.98404,              0.0007063,              0.0007063,              0.0007063
                     91,                 0.6627,                0.45416,                0.84911,                0.94837,                0.93764,                0.96211,                0.67486,                 1.1999,                0.55562,                0.98344,               0.000703,               0.000703,               0.000703
                     92,                0.68302,                0.46522,                0.86078,                0.94719,                0.90717,                0.94333,                 0.6592,                 1.2054,                0.63796,                0.98076,              0.0006997,              0.0006997,              0.0006997
                     93,                  0.677,                0.46273,                0.86369,                0.92367,                0.86605,                0.91481,                0.59546,                 1.3647,                 0.6356,                 1.0486,              0.0006964,              0.0006964,              0.0006964
                     94,                0.66694,                0.44539,                0.85528,                0.93231,                 0.8361,                0.88457,                0.56629,                 1.4286,                0.68905,                 1.0771,              0.0006931,              0.0006931,              0.0006931
                     95,                  0.662,                0.45623,                0.85467,                0.94851,                0.84193,                0.90284,                0.58422,                 1.4189,                0.65619,                 1.0831,              0.0006898,              0.0006898,              0.0006898
                     96,                0.69637,                0.45901,                0.85921,                0.94917,                0.89453,                0.92732,                0.61009,                 1.3396,                0.61383,                 1.0575,              0.0006865,              0.0006865,              0.0006865
                     97,                0.68232,                0.46098,                0.85658,                0.95945,                0.90701,                0.94171,                0.63971,                 1.2646,                0.60525,                  1.016,              0.0006832,              0.0006832,              0.0006832
